897,371,409,451,365,446,368,366,407,368,491,372,372,366,492,409,365,487,408,492,491,372,486,365,409,412,407,451,1058,1059,368,488,489,488,451,447,490,490,446,450,452,410,366,367,369,410,410,366,445,370,371,774,775,776,369,449,365,372,485,897
897,451,406,485,368,489,489,488,445,491,446,371,372,492,368,406,409,410,448,452,451,368,451,490,451,487,487,448,411,367,412,487,372,449,449,366,370,447,365,452,490,409,489,486,405,486,371,492,449,490,452,814,815,816,447,449,372,370,412,897
897,369,407,411,371,448,491,366,447,409,409,488,492,407,448,486,449,409,485,372,406,445,370,367,490,412,410,450,447,491,366,410,449,448,410,485,490,452,446,409,365,447,446,490,445,486,369,451,369,445,367,854,855,856,450,370,490,405,492,897
897,485,410,447,372,450,777,491,368,368,489,369,370,489,372,488,366,412,366,368,449,365,449,492,406,489,449,407,365,491,487,445,371,408,370,368,450,486,450,406,450,406,371,405,369,408,446,486,449,449,366,488,492,371,490,452,448,452,408,897
897,369,447,407,448,366,817,486,409,365,411,452,371,450,370,491,406,406,366,452,368,409,490,372,370,450,366,487,372,368,371,405,486,406,487,410,449,446,489,405,448,410,409,408,408,450,447,450,450,406,492,488,372,369,366,366,451,449,490,897
897,410,369,491,368,408,857,408,412,365,406,491,370,490,489,1018,1019,371,367,369,365,408,492,405,486,410,410,368,406,407,406,487,491,1018,1019,371,367,367,405,448,894,895,896,369,369,366,489,407,485,366,408,450,408,410,488,371,369,368,371,897
897,369,370,488,448,411,412,411,452,366,491,448,371,412,446,1058,1059,492,366,369,451,367,409,407,894,895,896,449,369,487,492,408,368,1058,1059,407,408,365,445,365,485,370,488,369,491,446,487,368,408,488,446,406,447,488,446,367,412,450,369,897
897,368,372,369,449,486,446,487,410,445,492,412,445,489,446,409,409,449,488,486,491,491,409,408,447,405,369,450,405,406,409,367,446,451,489,372,446,488,410,448,490,489,412,489,490,412,407,448,452,485,366,369,492,490,371,372,445,366,366,897
897,486,369,408,449,412,406,365,447,452,409,446,407,410,449,405,447,372,412,451,485,487,450,369,491,447,492,370,371,365,370,372,366,492,408,448,407,409,489,407,365,372,371,489,372,491,409,449,367,448,371,448,410,489,370,409,406,448,369,897
897,452,487,365,449,487,451,451,450,366,410,367,445,488,487,451,445,408,412,446,365,486,369,409,411,365,448,408,485,486,406,406,486,487,411,368,487,406,447,449,450,491,451,407,410,487,452,485,491,372,407,369,492,366,372,1018,1019,368,448,897
897,366,372,412,371,491,411,408,488,489,407,488,450,489,492,408,489,489,491,448,369,491,489,448,487,486,489,489,448,447,447,485,488,407,369,448,367,445,409,366,447,365,445,407,485,368,451,405,412,370,445,411,486,407,491,1058,1059,450,366,897
897,409,448,448,365,410,367,492,446,406,406,486,369,490,372,452,489,451,368,489,370,412,490,449,405,368,447,405,451,489,445,372,445,446,486,367,445,487,369,412,371,445,491,372,451,774,775,776,366,372,488,451,410,407,412,365,369,491,372,897
897,448,368,485,368,371,451,406,371,446,450,406,448,451,487,371,409,485,448,366,367,449,449,487,367,412,485,372,406,485,367,449,452,409,365,447,446,409,412,366,411,486,446,448,448,814,815,816,372,365,370,366,445,452,488,405,447,365,491,897
897,410,405,445,407,485,366,410,411,447,486,492,777,485,491,489,485,372,369,367,488,486,445,450,485,406,447,490,406,410,450,485,365,412,371,365,452,488,405,371,492,450,405,488,407,854,855,856,446,408,486,486,488,406,449,486,409,407,407,897
897,368,451,366,365,450,452,405,489,411,487,406,817,405,446,488,487,452,368,372,491,446,446,405,486,369,405,894,895,896,411,366,369,366,410,409,451,365,451,448,411,405,491,412,371,371,452,408,406,485,411,492,406,372,412,446,410,371,488,897
897,407,491,365,369,366,371,406,407,367,488,366,857,491,488,492,366,369,405,774,775,776,449,410,370,409,485,491,369,488,486,370,487,487,448,366,365,370,370,406,371,446,412,408,451,448,486,410,372,405,492,368,408,451,445,487,487,452,488,897
897,449,451,451,372,492,447,408,488,487,451,405,491,409,445,410,447,407,407,814,815,816,411,486,366,405,367,447,411,409,412,485,492,446,371,370,407,447,405,407,372,492,370,371,449,492,366,449,449,412,412,368,368,370,446,449,450,485,447,897
897,368,487,410,365,489,449,365,449,408,488,370,489,370,486,487,446,368,449,854,855,856,451,451,369,366,408,452,452,412,486,411,447,489,492,450,490,445,405,411,485,448,449,367,371,491,445,490,491,369,405,365,447,448,448,366,368,372,489,897
897,366,411,485,486,450,368,490,412,365,411,372,405,370,412,411,488,408,491,371,449,372,365,368,370,450,408,405,407,488,485,370,405,486,774,775,776,449,446,410,411,370,452,368,407,368,445,450,452,366,365,486,487,451,491,486,410,487,487,897
897,451,448,371,408,486,451,490,407,491,372,486,366,485,445,367,371,370,451,407,407,406,366,451,369,489,406,406,452,405,411,447,408,450,814,815,816,488,406,408,490,371,368,445,411,448,406,445,412,370,367,490,367,368,369,372,365,488,449,897
897,410,407,365,450,448,489,371,406,449,370,450,489,366,406,485,411,486,406,491,408,489,365,410,487,372,407,371,449,449,491,488,409,492,854,855,856,448,405,451,490,446,488,450,485,492,368,485,448,411,774,775,776,370,412,450,486,487,449,897
897,449,368,412,451,409,774,775,776,409,407,489,489,412,408,492,409,447,490,485,486,370,365,449,406,450,366,485,408,368,406,445,488,450,412,449,492,406,491,368,370,371,409,485,368,451,369,448,446,489,814,815,816,407,491,446,491,447,370,897
897,409,491,447,490,412,814,815,816,489,451,446,492,449,445,372,370,411,449,407,490,447,410,369,408,365,485,368,369,408,449,450,412,492,450,406,491,486,448,365,412,407,405,371,491,366,489,491,405,408,854,855,856,452,365,370,408,489,446,897
897,407,408,410,405,366,854,855,856,368,491,449,365,369,405,406,365,491,368,449,492,412,409,410,365,407,452,486,409,445,485,449,365,409,445,487,410,488,372,367,490,489,1018,1019,365,369,405,492,368,410,368,366,451,447,448,488,372,409,411,897
897,406,449,405,407,368,450,450,407,451,451,407,446,488,368,451,452,407,372,894,895,896,409,445,412,448,368,367,451,487,406,445,405,486,448,368,410,487,369,449,451,410,1058,1059,407,366,491,367,448,447,450,369,490,365,449,370,450,447,488,897
897,450,411,408,409,369,489,369,367,492,371,370,448,491,370,449,409,446,408,367,409,411,485,411,488,445,412,406,408,489,485,365,490,368,488,407,370,365,488,492,406,406,410,447,405,406,489,490,405,489,492,407,485,406,370,365,487,488,410,897
897,409,492,407,409,411,489,452,489,487,371,445,450,406,411,365,367,450,446,491,487,405,369,372,491,486,485,367,412,370,409,450,411,367,450,446,491,370,487,485,488,369,449,447,492,450,411,486,370,485,490,408,452,411,447,488,405,448,410,897
897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897
